ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
5978073,2007.0,4710.0,商业服务业,山东,有限责任公司,企业法人,0.52,0.0
5978074,2012.0,2320.0,工业,福建,有限责任公司,企业法人,0.74,0.0
5978075,2004.0,9300.0,服务业,福建,股份有限公司,企业法人,0.58,0.0
5978076,2002.0,5750.0,零售业,江西,农民专业合作社,自然人,0.91,0.0
5978077,2008.0,8610.0,社区服务,湖北,有限责任公司,自然人,0.96,0.0
5978078,2007.0,890.0,商业服务业,广东,农民专业合作社,自然人,0.98,0.0
5978079,2004.0,6800.0,社区服务,广西,股份有限公司,自然人,0.7,0.0
5978080,2010.0,730.0,社区服务,山东,股份有限公司,企业法人,0.92,0.0
5978081,2010.0,7080.0,社区服务,福建,有限责任公司,自然人,0.59,0.0
5978082,2000.0,420.0,交通运输业,湖南,有限责任公司,企业法人,0.66,0.0
5978083,2010.0,9300.0,交通运输业,湖北,有限责任公司,企业法人,0.81,0.0
5978084,2009.0,2660.0,服务业,福建,股份有限公司,企业法人,0.52,0.0
5978085,2010.0,490.0,工业,湖南,股份有限公司,企业法人,0.54,0.0
5978086,2009.0,9110.0,工业,湖北,合伙企业,自然人,0.73,0.0
5978087,2012.0,8640.0,商业服务业,广西,股份有限公司,企业法人,0.63,0.0
5978088,2012.0,9150.0,服务业,福建,集体所有制企业,企业法人,0.56,0.0
5978089,2012.0,6510.0,商业服务业,广西,有限责任公司,自然人,0.8,0.0
5978090,2011.0,5420.0,交通运输业,江西,有限责任公司,企业法人,0.51,0.0
5978091,2011.0,4520.0,零售业,湖南,股份有限公司,自然人,0.68,0.0
5978092,2003.0,1910.0,零售业,福建,农民专业合作社,自然人,0.7,0.0
5978093,2014.0,960.0,服务业,山东,有限责任公司,企业法人,0.84,0.0
5978094,2006.0,1250.0,交通运输业,湖北,有限责任公司,企业法人,0.52,0.0
5978095,2004.0,9890.0,工业,福建,,企业法人,0.81,0.0
5978096,2012.0,1720.0,交通运输业,福建,,企业法人,0.78,0.0
5978097,2010.0,4440.0,零售业,山东,集体所有制企业,企业法人,0.71,0.0
5978098,2012.0,2960.0,服务业,福建,农民专业合作社,企业法人,0.66,0.0
5978099,2012.0,5120.0,零售业,广东,有限责任公司,企业法人,0.87,0.0
5978100,2014.0,1670.0,社区服务,江西,合伙企业,企业法人,0.78,0.0
5978101,2014.0,3750.0,工业,福建,农民专业合作社,自然人,0.52,0.0
5978102,2010.0,3840.0,服务业,江西,股份有限公司,自然人,0.62,0.0
5978103,2004.0,1160.0,零售业,江西,有限责任公司,企业法人,0.72,0.0
5978104,2009.0,2350.0,工业,江西,股份有限公司,自然人,0.89,0.0
5978105,2004.0,9180.0,交通运输业,山东,合伙企业,自然人,0.73,0.0
5978106,2012.0,1360.0,工业,江西,合伙企业,企业法人,0.71,0.0
5978107,2006.0,6960.0,商业服务业,湖北,集体所有制企业,企业法人,0.73,0.0
5978108,2010.0,9660.0,社区服务,湖南,集体所有制企业,自然人,0.85,0.0
5978109,2005.0,890.0,社区服务,福建,有限责任公司,自然人,0.81,0.0
5978110,2001.0,4200.0,服务业,湖北,股份有限公司,企业法人,0.54,0.0
5978111,2001.0,1930.0,服务业,广西,集体所有制企业,自然人,0.78,0.0
5978112,2000.0,9570.0,工业,广西,集体所有制企业,企业法人,0.87,0.0
5978113,2003.0,2280.0,服务业,山东,有限责任公司,企业法人,0.63,0.0
5978114,2005.0,5560.0,零售业,山东,股份有限公司,企业法人,0.82,0.0
5978115,2011.0,1470.0,服务业,湖北,集体所有制企业,企业法人,0.77,0.0
5978116,2003.0,5100.0,商业服务业,湖北,集体所有制企业,自然人,0.85,0.0
5978117,2010.0,7920.0,零售业,福建,股份有限公司,自然人,0.79,0.0
5978118,2013.0,4200.0,交通运输业,山东,有限责任公司,企业法人,0.68,0.0
5978119,2001.0,7950.0,零售业,广西,集体所有制企业,自然人,0.97,
5978120,2010.0,110.0,零售业,山东,股份有限公司,企业法人,0.59,0.0
5978121,2001.0,4840.0,商业服务业,江西,集体所有制企业,自然人,0.97,0.0
5978122,2004.0,2990.0,商业服务业,湖北,集体所有制企业,企业法人,0.74,0.0
5978123,2006.0,1510.0,交通运输业,湖北,股份有限公司,自然人,0.99,0.0
5978124,2006.0,1040.0,工业,湖南,集体所有制企业,企业法人,0.93,0.0
5978125,2001.0,8890.0,社区服务,福建,农民专业合作社,企业法人,0.59,0.0
5978126,2009.0,7700.0,工业,福建,集体所有制企业,自然人,0.73,0.0
5978127,2005.0,930.0,商业服务业,,股份有限公司,自然人,0.74,0.0
5978128,2009.0,2020.0,商业服务业,湖南,有限责任公司,自然人,0.9,0.0
5978129,2008.0,4040.0,交通运输业,广东,集体所有制企业,企业法人,0.99,0.0
5978130,,3490.0,社区服务,湖北,集体所有制企业,企业法人,0.95,0.0
5978131,2005.0,7820.0,零售业,广西,有限责任公司,企业法人,0.53,0.0
5978132,2013.0,2940.0,社区服务,广西,股份有限公司,企业法人,0.78,0.0
5978133,2004.0,8050.0,社区服务,湖南,合伙企业,企业法人,0.99,0.0
5978134,2014.0,5160.0,商业服务业,江西,有限责任公司,自然人,0.98,0.0
5978135,2006.0,3840.0,交通运输业,山东,农民专业合作社,自然人,0.67,0.0
5978136,2010.0,4340.0,工业,广东,集体所有制企业,,0.95,0.0
5978137,2012.0,170.0,商业服务业,山东,合伙企业,自然人,0.72,0.0
5978138,2013.0,4970.0,零售业,湖南,有限责任公司,自然人,0.55,0.0
5978139,2011.0,1440.0,交通运输业,湖南,农民专业合作社,自然人,0.64,0.0
5978140,2009.0,6190.0,社区服务,广东,合伙企业,自然人,0.92,0.0
5978141,2002.0,9790.0,社区服务,湖北,农民专业合作社,企业法人,0.96,
5978142,2005.0,5210.0,交通运输业,湖北,有限责任公司,企业法人,0.69,0.0
5978143,2005.0,6760.0,社区服务,湖北,集体所有制企业,自然人,0.72,0.0
5978144,2005.0,9420.0,服务业,福建,农民专业合作社,企业法人,0.65,0.0
5978145,2005.0,6340.0,零售业,湖北,集体所有制企业,企业法人,0.97,0.0
5978146,2014.0,4580.0,社区服务,广东,有限责任公司,自然人,0.72,0.0
5978147,2010.0,1050.0,社区服务,广西,农民专业合作社,自然人,0.79,0.0
5978148,2011.0,3970.0,工业,,股份有限公司,自然人,0.78,0.0
5978149,2008.0,4740.0,交通运输业,湖南,集体所有制企业,自然人,1.0,0.0
5978150,2014.0,4580.0,商业服务业,福建,股份有限公司,自然人,0.94,0.0
5978151,2014.0,5770.0,交通运输业,山东,合伙企业,自然人,0.72,0.0
5978152,2011.0,3340.0,服务业,湖北,农民专业合作社,自然人,0.99,0.0
5978153,2004.0,8260.0,交通运输业,广西,农民专业合作社,自然人,0.82,0.0
5978154,2007.0,3030.0,工业,广东,合伙企业,自然人,0.53,0.0
5978155,2009.0,2310.0,社区服务,福建,农民专业合作社,企业法人,0.89,0.0
5978156,2004.0,7540.0,工业,湖北,股份有限公司,企业法人,0.88,0.0
5978157,2013.0,3060.0,社区服务,江西,农民专业合作社,自然人,0.71,0.0
5978158,2008.0,7820.0,商业服务业,湖南,合伙企业,自然人,0.76,0.0
5978159,2009.0,1150.0,社区服务,江西,合伙企业,,0.66,0.0
5978160,2000.0,3270.0,工业,江西,农民专业合作社,自然人,0.52,0.0
5978161,2012.0,1560.0,商业服务业,江西,集体所有制企业,自然人,0.98,0.0
5978162,2012.0,7270.0,商业服务业,广东,合伙企业,自然人,0.65,0.0
5978163,2004.0,4640.0,服务业,广东,集体所有制企业,企业法人,0.85,0.0
5978164,2002.0,1380.0,零售业,福建,农民专业合作社,自然人,0.79,0.0
5978165,2009.0,2280.0,社区服务,湖北,集体所有制企业,自然人,0.97,0.0
5978166,2004.0,6450.0,服务业,江西,有限责任公司,企业法人,0.96,0.0
5978167,2003.0,2200.0,商业服务业,广东,有限责任公司,自然人,0.79,0.0
5978168,2014.0,3250.0,商业服务业,广东,股份有限公司,企业法人,0.98,0.0
5978169,,5990.0,交通运输业,山东,农民专业合作社,自然人,0.68,0.0
5978170,2000.0,6250.0,零售业,广西,农民专业合作社,自然人,0.75,0.0
5978171,2003.0,5630.0,服务业,江西,有限责任公司,自然人,0.91,0.0
5978172,2005.0,5540.0,零售业,江西,农民专业合作社,企业法人,0.85,0.0
5978173,2013.0,2730.0,工业,福建,股份有限公司,自然人,0.85,0.0
5978174,2008.0,3880.0,商业服务业,湖南,有限责任公司,自然人,0.61,0.0
5978175,2002.0,8150.0,服务业,山东,集体所有制企业,企业法人,0.74,0.0
5978176,2010.0,3670.0,社区服务,山东,农民专业合作社,企业法人,0.56,0.0
5978177,2003.0,8510.0,服务业,湖北,农民专业合作社,自然人,0.99,0.0
5978178,2008.0,2390.0,工业,广东,集体所有制企业,企业法人,0.86,
5978179,2008.0,7370.0,交通运输业,山东,集体所有制企业,企业法人,0.74,0.0
5978180,2008.0,8790.0,商业服务业,湖南,股份有限公司,企业法人,0.91,0.0
5978181,2014.0,5330.0,服务业,广东,合伙企业,自然人,0.92,0.0
5978182,2014.0,7310.0,服务业,江西,有限责任公司,自然人,0.78,0.0
5978183,2006.0,2950.0,服务业,广西,股份有限公司,自然人,0.73,0.0
5978184,2012.0,9060.0,商业服务业,广西,集体所有制企业,企业法人,0.96,0.0
5978185,2005.0,9690.0,交通运输业,广西,合伙企业,自然人,0.51,0.0
5978186,2008.0,9120.0,零售业,山东,农民专业合作社,企业法人,0.81,0.0
5978187,2009.0,8130.0,工业,湖北,合伙企业,企业法人,0.83,0.0
5978188,2005.0,2320.0,商业服务业,福建,有限责任公司,自然人,0.84,0.0
5978189,2011.0,4640.0,零售业,广西,有限责任公司,企业法人,0.79,0.0
5978190,2002.0,7170.0,交通运输业,湖南,股份有限公司,自然人,0.98,0.0
5978191,2013.0,9330.0,零售业,福建,农民专业合作社,自然人,0.69,0.0
5978192,2001.0,7860.0,社区服务,广东,有限责任公司,企业法人,0.73,0.0
5978193,2013.0,570.0,社区服务,福建,股份有限公司,自然人,0.62,0.0
5978194,2000.0,6120.0,交通运输业,山东,有限责任公司,企业法人,0.6,0.0
5978195,2000.0,620.0,商业服务业,江西,合伙企业,企业法人,0.83,0.0
5978196,2006.0,7390.0,服务业,江西,股份有限公司,自然人,0.86,0.0
5978197,2005.0,9020.0,交通运输业,江西,合伙企业,企业法人,0.84,0.0
5978198,2000.0,4810.0,服务业,山东,集体所有制企业,自然人,0.67,0.0
5978199,,2270.0,服务业,湖北,股份有限公司,自然人,0.6,0.0
5978200,2014.0,5360.0,社区服务,,集体所有制企业,自然人,,0.0
5978201,2012.0,3670.0,商业服务业,广西,集体所有制企业,企业法人,0.98,0.0
5978202,2012.0,3260.0,商业服务业,湖南,股份有限公司,企业法人,0.51,0.0
5978203,2006.0,2390.0,零售业,福建,集体所有制企业,自然人,0.78,0.0
5978204,2006.0,6510.0,工业,湖北,有限责任公司,企业法人,0.65,0.0
5978205,2005.0,1000.0,交通运输业,湖南,股份有限公司,企业法人,0.66,0.0
5978206,2011.0,,零售业,福建,股份有限公司,自然人,0.88,0.0
5978207,2001.0,2040.0,零售业,江西,农民专业合作社,自然人,0.54,0.0
5978208,2009.0,4170.0,交通运输业,广东,集体所有制企业,自然人,0.99,0.0
5978209,2004.0,850.0,零售业,福建,股份有限公司,企业法人,0.9,0.0
5978210,2011.0,6450.0,零售业,江西,集体所有制企业,自然人,0.63,0.0
5978211,2002.0,1560.0,零售业,广东,有限责任公司,自然人,0.95,0.0
5978212,2014.0,7740.0,社区服务,山东,农民专业合作社,自然人,0.67,0.0
5978213,2007.0,4730.0,工业,湖北,集体所有制企业,企业法人,0.59,0.0
5978214,2007.0,8840.0,零售业,湖北,合伙企业,自然人,0.83,0.0
5978215,2006.0,7200.0,服务业,湖南,股份有限公司,企业法人,0.8,0.0
5978216,2009.0,2020.0,社区服务,山东,股份有限公司,企业法人,0.9,0.0
5978217,2006.0,4460.0,社区服务,江西,股份有限公司,自然人,0.84,0.0
5978218,2011.0,4790.0,服务业,湖北,有限责任公司,企业法人,0.65,0.0
5978219,2011.0,7180.0,社区服务,广东,,自然人,0.85,0.0
5978220,2004.0,980.0,商业服务业,湖南,合伙企业,自然人,0.72,0.0
5978221,2008.0,110.0,工业,湖南,有限责任公司,自然人,0.66,0.0
5978222,2002.0,8670.0,工业,江西,农民专业合作社,自然人,0.94,0.0
5978223,2004.0,6130.0,社区服务,湖南,集体所有制企业,自然人,0.79,0.0
5978224,2013.0,4910.0,商业服务业,广西,股份有限公司,自然人,0.7,0.0
5978225,2005.0,1400.0,工业,福建,农民专业合作社,自然人,0.96,0.0
5978226,2011.0,1940.0,服务业,广东,农民专业合作社,企业法人,0.62,0.0
5978227,2002.0,2150.0,商业服务业,江西,集体所有制企业,自然人,0.99,0.0
5978228,2013.0,10000.0,服务业,湖北,农民专业合作社,自然人,0.75,0.0
5978229,2008.0,8430.0,工业,福建,股份有限公司,企业法人,0.54,0.0
5978230,2009.0,8950.0,服务业,山东,集体所有制企业,企业法人,0.69,0.0
5978231,2000.0,6190.0,社区服务,江西,集体所有制企业,企业法人,0.92,0.0
5978232,2013.0,5930.0,商业服务业,山东,集体所有制企业,自然人,0.98,0.0
5978233,2005.0,6200.0,零售业,湖南,股份有限公司,自然人,0.98,0.0
5978234,2009.0,3070.0,交通运输业,广西,集体所有制企业,自然人,0.72,0.0
5978235,2000.0,2750.0,商业服务业,广东,集体所有制企业,企业法人,0.72,0.0
5978236,2009.0,8740.0,社区服务,江西,合伙企业,企业法人,0.94,0.0
5978237,2002.0,5840.0,工业,江西,股份有限公司,自然人,0.86,0.0
5978238,2013.0,3180.0,零售业,广东,有限责任公司,自然人,0.81,0.0
5978239,2012.0,610.0,交通运输业,山东,有限责任公司,自然人,0.73,0.0
5978240,2005.0,1050.0,交通运输业,福建,合伙企业,企业法人,0.79,0.0
5978241,2009.0,1090.0,零售业,广西,合伙企业,自然人,0.9,0.0
5978242,2006.0,5330.0,工业,广西,农民专业合作社,企业法人,0.96,0.0
5978243,2005.0,4170.0,工业,山东,合伙企业,自然人,0.52,0.0
5978244,2006.0,2880.0,交通运输业,湖北,合伙企业,自然人,,0.0
5978245,2008.0,3300.0,商业服务业,广东,有限责任公司,自然人,0.78,0.0
5978246,2001.0,2960.0,社区服务,广西,合伙企业,自然人,0.54,0.0
5978247,2013.0,3180.0,社区服务,湖北,股份有限公司,自然人,0.62,0.0
5978248,2000.0,3840.0,交通运输业,广东,合伙企业,企业法人,0.8,0.0
5978249,2004.0,2580.0,商业服务业,江西,有限责任公司,自然人,0.63,0.0
5978250,2008.0,4920.0,商业服务业,山东,集体所有制企业,企业法人,0.86,0.0
5978251,2010.0,5930.0,服务业,广西,股份有限公司,自然人,0.51,0.0
5978252,2010.0,1430.0,服务业,山东,合伙企业,自然人,0.65,0.0
5978253,2002.0,6040.0,交通运输业,湖南,有限责任公司,自然人,0.87,0.0
5978254,2001.0,2620.0,零售业,江西,有限责任公司,自然人,0.59,0.0
5978255,2010.0,3200.0,社区服务,广西,股份有限公司,,0.61,0.0
5978256,2014.0,5630.0,服务业,山东,有限责任公司,企业法人,0.72,0.0
5978257,2004.0,4060.0,服务业,福建,有限责任公司,,0.79,0.0
5978258,2008.0,9240.0,工业,湖北,合伙企业,自然人,0.63,0.0
5978259,2010.0,3700.0,商业服务业,广东,合伙企业,自然人,0.76,0.0
5978260,2009.0,2430.0,工业,江西,合伙企业,自然人,0.84,0.0
5978261,2006.0,3610.0,零售业,山东,股份有限公司,企业法人,0.52,0.0
5978262,2005.0,3760.0,交通运输业,广东,农民专业合作社,企业法人,0.93,0.0
5978263,2005.0,7180.0,交通运输业,江西,有限责任公司,自然人,0.8,0.0
5978264,2007.0,4020.0,交通运输业,江西,农民专业合作社,企业法人,0.98,0.0
5978265,2012.0,2640.0,服务业,江西,有限责任公司,企业法人,0.63,0.0
5978266,2003.0,2630.0,交通运输业,湖北,合伙企业,企业法人,0.73,0.0
5978267,2006.0,9960.0,交通运输业,广西,合伙企业,企业法人,0.6,0.0
5978268,2014.0,7040.0,零售业,,股份有限公司,企业法人,0.83,0.0
5978269,2013.0,8220.0,交通运输业,山东,合伙企业,自然人,0.73,0.0
5978270,2011.0,9530.0,服务业,福建,农民专业合作社,自然人,0.83,0.0
5978271,2008.0,6590.0,社区服务,湖北,合伙企业,自然人,0.96,0.0
5978272,2007.0,8910.0,交通运输业,山东,集体所有制企业,自然人,0.7,0.0
5978273,2007.0,4320.0,社区服务,湖南,合伙企业,企业法人,0.94,0.0
5978274,2007.0,3200.0,交通运输业,湖北,农民专业合作社,企业法人,0.83,0.0
5978275,2006.0,8330.0,社区服务,广西,股份有限公司,企业法人,0.75,0.0
5978276,2014.0,3150.0,工业,广西,合伙企业,自然人,0.83,0.0
5978277,2012.0,3990.0,商业服务业,江西,集体所有制企业,自然人,0.86,0.0
5978278,2004.0,7930.0,服务业,湖南,集体所有制企业,企业法人,0.71,0.0
5978279,2011.0,4760.0,商业服务业,福建,股份有限公司,自然人,0.56,0.0
5978280,2011.0,560.0,零售业,福建,集体所有制企业,企业法人,0.75,0.0
5978281,2000.0,2290.0,,江西,有限责任公司,企业法人,0.72,0.0
5978282,,6870.0,工业,广东,集体所有制企业,自然人,0.57,0.0
5978283,2006.0,8590.0,交通运输业,江西,集体所有制企业,自然人,0.51,0.0
5978284,2004.0,9140.0,零售业,广东,合伙企业,自然人,0.89,0.0
5978285,2000.0,7950.0,工业,湖南,有限责任公司,自然人,0.83,0.0
5978286,2006.0,2430.0,零售业,湖南,合伙企业,自然人,0.94,0.0
5978287,2012.0,880.0,零售业,广西,集体所有制企业,企业法人,0.84,0.0
5978288,2005.0,110.0,商业服务业,湖北,农民专业合作社,自然人,0.59,0.0
5978289,2006.0,9140.0,服务业,福建,农民专业合作社,自然人,1.0,0.0
5978290,2007.0,6280.0,零售业,湖南,合伙企业,企业法人,0.64,0.0
5978291,2005.0,4690.0,交通运输业,江西,股份有限公司,自然人,0.51,0.0
5978292,2005.0,3930.0,交通运输业,广西,集体所有制企业,企业法人,0.95,0.0
5978293,2012.0,6580.0,工业,江西,合伙企业,企业法人,0.69,0.0
5978294,2008.0,6530.0,服务业,福建,股份有限公司,自然人,0.58,0.0
5978295,2001.0,3000.0,商业服务业,山东,有限责任公司,企业法人,0.85,0.0
5978296,2007.0,630.0,交通运输业,湖南,集体所有制企业,企业法人,0.95,0.0
5978297,2007.0,9670.0,,广东,合伙企业,自然人,0.78,0.0
5978298,2014.0,4230.0,社区服务,江西,,企业法人,0.56,0.0
5978299,2012.0,5030.0,服务业,湖北,集体所有制企业,自然人,0.86,0.0
5978300,2005.0,3810.0,社区服务,江西,股份有限公司,自然人,0.7,0.0
5978301,2009.0,1840.0,社区服务,广西,股份有限公司,企业法人,0.53,0.0
5978302,2001.0,7530.0,社区服务,山东,股份有限公司,自然人,0.53,0.0
5978303,2005.0,5480.0,服务业,山东,有限责任公司,企业法人,0.84,0.0
5978304,2004.0,3260.0,服务业,湖北,农民专业合作社,自然人,0.55,0.0
5978305,2010.0,6170.0,零售业,山东,有限责任公司,企业法人,0.52,0.0
5978306,2007.0,4240.0,商业服务业,山东,合伙企业,企业法人,0.65,0.0
5978307,2014.0,8290.0,交通运输业,广东,集体所有制企业,企业法人,0.73,0.0
5978308,2004.0,6770.0,社区服务,湖北,股份有限公司,企业法人,0.9,0.0
5978309,2007.0,2170.0,服务业,湖北,合伙企业,企业法人,0.51,0.0
5978310,2005.0,2510.0,商业服务业,湖北,集体所有制企业,自然人,0.95,0.0
5978311,2006.0,1300.0,交通运输业,福建,有限责任公司,企业法人,0.56,0.0
5978312,2003.0,1960.0,交通运输业,广东,有限责任公司,企业法人,0.63,0.0
5978313,2008.0,4440.0,服务业,广西,合伙企业,企业法人,0.98,0.0
5978314,2007.0,9740.0,交通运输业,湖南,集体所有制企业,企业法人,0.89,0.0
5978315,2003.0,630.0,服务业,湖南,农民专业合作社,自然人,0.81,0.0
5978316,2000.0,5950.0,社区服务,江西,合伙企业,自然人,0.57,0.0
5978317,2011.0,6390.0,商业服务业,广西,股份有限公司,企业法人,0.88,0.0
5978319,2006.0,7820.0,商业服务业,山东,有限责任公司,自然人,0.94,0.0
5978320,2011.0,7710.0,交通运输业,湖北,农民专业合作社,自然人,0.63,0.0
5978321,2011.0,1560.0,服务业,湖北,股份有限公司,自然人,0.9,0.0
5978322,2008.0,2260.0,零售业,湖北,股份有限公司,自然人,0.74,0.0
5978323,2000.0,7140.0,服务业,山东,集体所有制企业,自然人,0.7,0.0
5978324,2003.0,2090.0,交通运输业,广西,合伙企业,企业法人,0.7,0.0
5978325,2009.0,8860.0,工业,湖北,合伙企业,自然人,0.77,0.0
5978326,2004.0,1960.0,工业,江西,农民专业合作社,自然人,0.86,0.0
5978327,2014.0,5580.0,社区服务,广西,集体所有制企业,企业法人,0.98,0.0
5978328,2014.0,3760.0,工业,广西,股份有限公司,企业法人,0.7,0.0
5978329,2009.0,1480.0,社区服务,湖北,集体所有制企业,自然人,0.9,0.0
5978330,2014.0,3460.0,服务业,广西,集体所有制企业,企业法人,0.56,0.0
5978331,2004.0,560.0,零售业,福建,合伙企业,企业法人,0.84,0.0
5978332,2005.0,4830.0,社区服务,山东,集体所有制企业,自然人,0.92,0.0
5978333,2002.0,5160.0,服务业,广东,有限责任公司,自然人,0.57,0.0
5978334,2005.0,9840.0,交通运输业,广西,农民专业合作社,企业法人,0.61,0.0
5978335,2007.0,9920.0,交通运输业,湖北,农民专业合作社,自然人,0.51,0.0
5978336,2003.0,7800.0,服务业,广西,有限责任公司,自然人,0.7,0.0
5978337,2003.0,5960.0,,山东,有限责任公司,企业法人,0.78,0.0
5978338,2001.0,2870.0,零售业,广东,集体所有制企业,企业法人,0.68,0.0
5978339,2010.0,2320.0,零售业,山东,合伙企业,企业法人,0.8,0.0
5978340,2004.0,9630.0,社区服务,湖南,合伙企业,企业法人,0.79,0.0
5978341,2012.0,4990.0,社区服务,江西,集体所有制企业,企业法人,0.83,0.0
5978342,2000.0,2660.0,商业服务业,山东,合伙企业,自然人,0.72,0.0
5978343,,1180.0,工业,湖南,集体所有制企业,企业法人,0.9,0.0
5978344,2002.0,,交通运输业,广东,合伙企业,自然人,0.51,0.0
5978345,2004.0,2600.0,社区服务,山东,股份有限公司,企业法人,0.99,0.0
5978346,2014.0,4330.0,商业服务业,湖北,农民专业合作社,企业法人,0.83,0.0
5978347,2007.0,9520.0,零售业,福建,集体所有制企业,企业法人,0.53,0.0
5978348,2006.0,4270.0,服务业,福建,股份有限公司,自然人,0.92,0.0
5978349,2012.0,3800.0,工业,广东,农民专业合作社,企业法人,0.99,0.0
5978350,2003.0,8500.0,社区服务,湖北,农民专业合作社,自然人,0.55,0.0
5978351,2013.0,7190.0,商业服务业,广东,集体所有制企业,自然人,0.67,0.0
5978352,2014.0,2300.0,社区服务,湖南,合伙企业,自然人,0.94,0.0
5978353,2002.0,4050.0,服务业,广东,农民专业合作社,自然人,0.89,0.0
5978354,2013.0,7600.0,社区服务,湖北,股份有限公司,企业法人,0.69,0.0
5978355,2001.0,7920.0,交通运输业,山东,有限责任公司,自然人,0.76,0.0
5978356,2001.0,8320.0,工业,山东,股份有限公司,企业法人,0.88,0.0
5978357,2006.0,5370.0,零售业,广东,农民专业合作社,企业法人,0.84,0.0
5978358,2011.0,870.0,零售业,湖南,合伙企业,企业法人,0.67,0.0
5978359,2005.0,1850.0,工业,广西,合伙企业,自然人,0.6,0.0
5978360,2006.0,7240.0,服务业,福建,农民专业合作社,企业法人,0.65,0.0
5978361,2013.0,8260.0,服务业,湖北,股份有限公司,自然人,0.7,0.0
5978362,2011.0,9440.0,社区服务,,集体所有制企业,自然人,0.95,0.0
5978363,2001.0,6570.0,零售业,山东,集体所有制企业,企业法人,0.6,0.0
5978364,2013.0,6690.0,商业服务业,福建,集体所有制企业,企业法人,0.55,0.0
5978365,2010.0,4840.0,商业服务业,江西,集体所有制企业,自然人,0.95,0.0
5978366,2009.0,6910.0,社区服务,湖北,农民专业合作社,自然人,0.93,0.0
5978367,2003.0,7230.0,零售业,江西,股份有限公司,自然人,0.79,0.0
5978368,2000.0,7910.0,服务业,湖北,有限责任公司,自然人,,0.0
5978369,2012.0,6390.0,社区服务,广西,集体所有制企业,自然人,0.59,0.0
5978370,2003.0,3690.0,服务业,福建,有限责任公司,企业法人,0.83,0.0
5978371,2009.0,1450.0,交通运输业,广西,农民专业合作社,企业法人,0.94,0.0
5978372,2002.0,8510.0,零售业,山东,合伙企业,企业法人,0.77,0.0
5978373,2010.0,4620.0,社区服务,广西,股份有限公司,企业法人,0.72,0.0
5978374,2008.0,6820.0,工业,湖北,合伙企业,企业法人,0.91,0.0
5978375,2002.0,3750.0,服务业,山东,农民专业合作社,自然人,0.88,0.0
5978376,2013.0,6180.0,交通运输业,湖南,集体所有制企业,自然人,0.51,0.0
5978377,2006.0,6320.0,商业服务业,江西,合伙企业,自然人,0.72,0.0
5978378,2009.0,1400.0,服务业,江西,有限责任公司,自然人,0.75,0.0
5978379,2014.0,5630.0,交通运输业,湖北,农民专业合作社,自然人,0.75,0.0
5978380,2002.0,2640.0,零售业,江西,股份有限公司,企业法人,0.52,0.0
5978381,2009.0,7510.0,工业,江西,农民专业合作社,自然人,0.53,0.0
5978382,2009.0,1510.0,交通运输业,山东,农民专业合作社,企业法人,0.67,0.0
5978383,2004.0,8430.0,服务业,湖北,农民专业合作社,自然人,0.8,0.0
5978384,2000.0,2850.0,零售业,湖南,合伙企业,企业法人,0.99,0.0
5978385,2008.0,3050.0,社区服务,江西,合伙企业,企业法人,0.81,0.0
5978386,2009.0,8960.0,商业服务业,湖北,合伙企业,企业法人,0.94,
5978387,2002.0,2270.0,工业,福建,股份有限公司,企业法人,1.0,0.0
5978388,2008.0,7240.0,社区服务,广东,有限责任公司,企业法人,0.96,0.0
5978389,2014.0,100.0,交通运输业,湖北,股份有限公司,自然人,0.87,0.0
5978390,2005.0,5280.0,交通运输业,福建,集体所有制企业,企业法人,0.84,0.0
5978391,2003.0,8960.0,商业服务业,福建,合伙企业,自然人,0.95,0.0
5978392,2000.0,9500.0,服务业,湖南,有限责任公司,自然人,0.58,0.0
5978393,2009.0,4840.0,交通运输业,广西,农民专业合作社,自然人,0.54,0.0
5978394,2001.0,590.0,商业服务业,江西,股份有限公司,自然人,0.61,0.0
5978395,,4700.0,交通运输业,福建,合伙企业,自然人,0.65,0.0
5978396,2010.0,200.0,零售业,广西,合伙企业,企业法人,0.81,0.0
5978397,2014.0,2800.0,服务业,江西,股份有限公司,自然人,0.87,0.0
5978398,2013.0,6570.0,零售业,广西,股份有限公司,自然人,0.95,0.0
5978399,2001.0,1620.0,工业,广西,集体所有制企业,自然人,0.53,0.0
5978400,2000.0,9010.0,社区服务,广东,有限责任公司,企业法人,0.78,0.0
5978402,2014.0,910.0,,湖北,股份有限公司,自然人,0.99,0.0
5978403,,8270.0,商业服务业,福建,合伙企业,企业法人,0.78,0.0
5978404,2011.0,6510.0,零售业,广西,合伙企业,企业法人,0.82,0.0
5978405,2000.0,4110.0,商业服务业,广西,股份有限公司,企业法人,0.57,0.0
5978406,2009.0,530.0,零售业,山东,合伙企业,自然人,0.64,0.0
5978407,2001.0,3510.0,社区服务,广东,集体所有制企业,企业法人,0.54,0.0
5978408,2013.0,4720.0,服务业,山东,合伙企业,自然人,,0.0
5978409,2012.0,5140.0,交通运输业,湖南,农民专业合作社,企业法人,0.8,0.0
5978410,2002.0,1170.0,服务业,山东,农民专业合作社,自然人,0.6,0.0
5978411,2011.0,420.0,社区服务,山东,合伙企业,自然人,0.65,0.0
5978412,2012.0,5920.0,工业,广西,合伙企业,企业法人,0.52,0.0
